Articulo,Descripcion,"Lista IMP.
U$S DÓLAR","Lista NAC.
$ PESOS",
1355/00422-138,CORONA/PIÑON BAJAJ ROUSER 200/220 Z39/14 .,7.26,0.00,
1355/00425-138,CORONA/PIÑON CORVEN TRIAX Z46/17,,,0
1355/00430-128,CORONA/PIÑON MOTARD200 BOMBE Z46/15 .,5.13,0.00,2
1355/01000-022,CORONA/PIÑON 420-Z34/15  6ESTRIAS 4AGUJEROS 8.5 NSU,5.03,0.00,
1355/05005-128,CORONA/PIÑON HONDA BIZ 125 Z34/14 .,3.83,0.00,
1355/05005-138,CORONA/PIÑON HONDA BIZ 125 Z34/14 .,3.95,0.00,
1355/05009-128,CORONA/PIÑON HONDA 100 BIZ C/PROTEC. Z-35/15 .,4.41,0.00,6
1355/05009-138,CORONA/PIÑON HONDA 100 BIZ C/PROTEC. Z-35/15 .,4.53,0.00,
1355/05012-517,CORONA/PIÑON HONDA CG 125 TODAY Z-43/14 CATALANO,0.00,22103.91,
1355/05013-517,CORONA/PIÑON HONDA CG 125 TITAN Z-44/14 CATALANO,0.00,25997.72,
1355/05021-128,CORONA/PIÑON HONDA WAVE 110 Z37/14 CAD.420H .,3.88,0.00,
1355/05038-517,CORONA/PIÑON YAMAHA 100 CRYPTON Z-37/15 CATALANO,0.00,22517.15,
1355/05041-517,CORONA/PIÑON YAMAHA YBR125 Z-43/14 BRASIL CATALANO,0.00,25003.16,
1355/05048-517,CORONA/PIÑON GILERA 110 SMASH C/REB. Z-36/14 CATALANO,0.00,22587.39,
1355/05049-517,CORONA/PIÑON GUERRERO TRIP Z-35/14 CATALANO,0.00,22463.75,
1355/05065-517,CORONA/PIÑON GILERA SMASH 110 Z-36/15 C/REB. CATALANO,0.00,24573.61,
1355/05079-517,CORONA/PIÑON GILERA SMASH 110 Z-36/15 CATALANO,0.00,21307.16,
1355/05085-128,CORONA/PIÑON HONDA TORNADO Z44/13 .,5.57,0.00,
1355/05085-138,CORONA/PIÑON HONDA TORNADO Z44/13 .,7.97,0.00,
1355/05086-128,CORONA/PIÑON HONDA TORNADO Z46/13 .,6.19,0.00,
1355/05086-138,CORONA/PIÑON HONDA TORNADO Z46/13 .,8.36,0.00,
1355/05087-128,CORONA/PIÑON HONDA XR 250 TORNADO Z40/13 .,5.19,0.00,
1355/05087-138,CORONA/PIÑON HONDA XR 250 TORNADO Z40/13 .,5.19,0.00,5
1355/05088-128,CORONA/PIÑON HONDA XR250 TORNADO CAD.520 Z38/13 .,4.93,0.00,1
1355/05088-138,CORONA/PIÑON HONDA XR250 TORNADO CAD.520 Z38/13 .,7.40,0.00,
1355/05089-517,CORONA/PIÑON HONDA 100 BIZ  CAD. 428 Z-35/14 CATALANO,0.00,20307.79,
1355/05092-128,CORONA/PIÑON HONDA CG 150 Z38/16 .,3.86,0.00,
1355/05093-128,CORONA/PIÑON YAMAHA XTZ 125 Z43/15 .,5.19,0.00,
1355/05095-128,CORONA/PIÑON YAMAHA XTZ 125 Z47/15 .,5.16,0.00,
1355/05095-138,CORONA/PIÑON YAMAHA XTZ 125 Z47/15 .,5.16,0.00,6
1355/05096-128,CORONA/PIÑON HONDA NXR 125 BROSS Z54/17 .,8.16,0.00,2
1355/05098-128,CORONA/PIÑON ZANELLA HJ 125 CAD. 428 Z39/15,,,0
1355/05100-517,CORONA/PIÑON ZANELLA 50 CARGO CAD.415 Z-38/10 CATALANO,0.00,15699.32,
1355/05101-128,CORONA/PIÑON MOTOMEL 150 SKUA CAD. 428 Z-45/16 .,4.56,0.00,5
1355/05101-517,CORONA/PIÑON MOTOMEL 150 SKUA CAD. 428 Z-45/16 CATALANO,0.00,29596.91,
1355/05102-128,CORONA/PIÑON YAMAHA FZ16 CAD. 428 Z-40/14 .,4.01,0.00,8
1355/05102-138,CORONA/PIÑON YAMAHA FZ16 CAD. 428 Z-40/14 .,4.01,0.00,
1355/05110-128,CORONA/PIÑON YAMAHA NEW CRYPTON Z38/14 .,4.29,0.00,9
1355/20089-128,CORONA/PIÑON HONDA DAX 70 C/PIV. Z-35/15 .,4.23,0.00,3
1355/20100-128,CORONA/PIÑON MOTOMEL DAKAR 200 Z-50/15 .,5.82,0.00,
1355/20101-128,CORONA/PIÑON MOTOMEL DAKAR 200 Z50/16 .,5.35,0.00,5
1355/20101-138,CORONA/PIÑON MOTOMEL DAKAR 200 Z50/16 .,5.35,0.00,
1355/21104-128,CORONA/PIÑON SUZUKI GN125 Z42/14 .,6.32,0.00,3
1355/21158-084,CORONA/PIÑON YAMAHA RX100  Z38/15 NSU,3.71,0.00,
1355/21245-128,CORONA/PIÑON MONDIAL 125RD 1/2X5/16 Z-40/15 .,4.21,0.00,
1355/21245-138,CORONA/PIÑON MONDIAL 125RD 1/2X5/16 Z-40/15 .,4.39,0.00,4
1355/21371-128,CORONA/PIÑON GUERRERO TRIP 110/LD/ZB110 Z-34/15 .,4.46,0.00,
1357,"CORONA, PIÑON, CADENA KIT",,,233
1357/00002-128,KIT TRANSM.CAD 428-118L Z43/15 HONDA CG125 TODAY .,13.21,0.00,
1357/00290-128,KIT TRANSM.CAD 428-118L Z42/14 SUZUKI AX100 .,12.93,0.00,
1357/00308-138,KIT TRANSM.CAD 428-98 Z37/15 YAMAHA CRYPTON .,10.20,0.00,
1357/00310-128,KIT TRANSM.CAD 428-110L Z37/15 YAMAHA CRYPTON 100 .,12.13,0.00,
1357/01151-068,"KIT TRANSM.CAD 420-112L Z36/13 YAMAHA V80,DX100 UNIBEAR",8.09,0.00,
1357/21159-128,KIT TRANSM.CAD 428-118L Z47/14 YAMAHA XTZ .,13.96,0.00,
1357/21191-128,KIT TRANSM.CAD 428-118L Z45/14 YAMAHA YBR125 2004 .,13.76,0.00,
1357/21698-138,KIT TRANSM.CAD 428-130 Z40/14 YAMAHA FZ16 .,12.36,0.00,
1357/21700-128,KIT TRANSM.CAD 428-132L Z40/14 YAMAHA FZ16 .,13.64,0.00,
1359,CORONAS,,,
1359/00017-517,CORONA BACCIO BOMBE 1/2 X 3/16 Z40 CATALANO,0.00,19360.81,
1359/00027-517,CORONA GILERA SMASH/WAVE/DAELIM CITY PLUS Z-35 CATALANO,0.00,13092.15,
1359/00036-517,CORONA GARELLI NOI BIM.BBE Z-46 CATALANO,0.00,27796.93,
1359/00038-517,CORONA GARELLI NOI MATIC Z-32 CATALANO,0.00,9494.64,
1359/00043-517,CORONA GARELLI NOI MATIC Z-30 CATALANO,0.00,9494.64,
1359/00069-517,CORONA GILERA FUTURA 110-GILERA SMASH Z-36 CATALANO,0.00,13343.76,
1359/00087-517,CORONA HONDA MB5 50 Z-40 CATALANO,0.00,39020.13,
1359/00089-517,CORONA HONDA DAX 70 C/PIV.Z-35 CATALANO,0.00,14716.69,
1359/00090-517,CORONA HONDA DAX70 C/P Z-38 CATALANO,0.00,18989.28,
1359/00092-517,CORONA HONDA C-90 ECONO-POWER Z-36 CATALANO,0.00,14241.95,
1359/00094-517,CORONA HONDA CG125-ZANELLA RX 150 Z-38 CATALANO,0.00,15351.40,
1359/00095-517,CORONA HONDA CG125 TODAY Z-43 CATALANO,0.00,14206.35,
1359/00098-517,CORONA HONDA CB1 125 CAD.428 Z-44 CATALANO,0.00,16706.76,
1359/00099-517,CORONA HONDA NX M90 150 Z-48 CATALANO,0.00,24007.19,
1359/00100-517,CORONA HONDA XL ED 185 Z-50 CATALANO,0.00,26174.10,
1359/00101-517,CORONA HONDA TWISTAR 200-ZAN.RX150  428 Z-35 CATALANO,0.00,29062.14,
1359/00107-128,CORONA HONDA CG125-ZANELLA RX 150 Z-38 C/PROTECTOR .,4.90,0.00,
1359/00126-517,CORONA HONDA TRANSALP Z-47 CATALANO,0.00,45329.78,
1359/00135-517,CORONA FOURTRAX Z-38 CATALANO,0.00,49295.69,
1359/00152-517,CORONA HYOSUNG Z-45 CATALANO,0.00,20228.80,
1359/00164-517,CORONA HONDA 100 BIZ Z-35 CATALANO,0.00,14716.69,
1359/00165-517,CORONA CR80 Z-46 CATALANO,0.00,53690.21,
1359/00174-517,CORONA HONDA C-90 LUXE Z-39 CATALANO,0.00,18989.28,
1359/00174-523,CORONA HONDA C-90 LUXE Z-39 DGM,0.00,44.73,
1359/00196-517,CORONA KAWASAKI GTO 110 Z-38 CATALANO,0.00,17467.53,
1359/00219-517,CORONA KAWASAKI  KE100 Z-40 CATALANO,0.00,18708.89,
1359/00266-517,CORONA SUZUKI 90RV Z-47 CATALANO,0.00,39456.24,
1359/00276-517,CORONA SUZUKI DR 250/350 Z-47 CATALANO,0.00,54044.66,
1359/00288-517,CORONA SUZUKI GS125 Z-43 CATALANO,0.00,16290.90,
1359/00293-517,CORONA SUZUKI 50 BIRDI Z-33 CATALANO,0.00,17218.44,
1359/00299-517,CORONA SUZUKI 100 AX CAD.428 Z-42 CATALANO,0.00,17745.47,
1359/00303-517,CORONA YAMAHA 80 M/N Z-38 CATALANO,0.00,17229.49,
1359/00304-517,CORONA YAMAHA 80 MOD.92/93 Z-40 CATALANO,0.00,26537.66,
1359/00305-517,CORONA YAMAHA C 80 Z-38 CATALANO,0.00,34165.16,
1359/00320-517,CORONA YAMAHA FZR 400 Z-55 CATALANO,0.00,39456.24,
1359/00346-517,CORONA ZANELLA SOL 50 Z-42 CATALANO,0.00,10918.84,
1359/00353-517,CORONA ZANELLA V1 PNA 50 Z-35 CATALANO,0.00,9494.64,
1359/00354-517,CORONA ZANELLA V3 PNA 50 Z-38 CATALANO,0.00,9494.64,
1359/00355-517,CORONA ZANELLA BBE 100/125 M/V Z-41 CATALANO,0.00,39161.90,
1359/00357-517,CORONA ZANELLA BBE 100/125 M/V Z-41 CATALANO,0.00,25747.72,
1359/00366-517,CORONA ZANELLA SURUMPIO C/PIVOT Z-50 CATALANO,0.00,55677.75,
1359/00373-517,CORONA ZANELLA CUSTON150 Z-38 CATALANO,0.00,19153.78,
1359/00385-517,CORONA GUERRERO 125GC Q Z-39 CATALANO,0.00,23201.57,
1359/00386-517,CORONA GUERRERO 110 TRIP 1/2 X 1/4 Z-35 CATALANO,0.00,14716.69,
1359/01012-517,CORONA HONDA 125 NXR BROS 1/2*5/16 Z-52 CATALANO,0.00,35238.16,
1359/01025-517,CORONA HONDA CG125 TITAN Z-44 CATALANO,0.00,17720.08,
1359/01032-517,CORONA HONDA 100 BIZ C/PROTECT. 1/2X5/16 Z35 CATALANO,0.00,16615.61,
1359/01049-517,CORONA HONDA 400 NX FALCON 5/8X1/4 Z40 CATALANO,0.00,50192.45,
1359/01056-517,CORONA KAWASAKI 80 AR Z-43 CATALANO,0.00,39456.24,
1359/01058-517,CORONA KAWASAKI 100 KH Z-39 CATALANO,0.00,33454.69,
1359/01080-517,CORONA KAWASAKI 100 KM A 1/2 X 5/16 Z40 CATALANO,0.00,24479.70,
1359/01109-517,CORONA SUZUKI 110 FX 2000 Z-37 CATALANO,0.00,12496.60,
1359/01151-523,CORONA YAMAHA V80 Z-38 DGM,0.00,37.31,
1359/01153-517,CORONA YAMAHA CRYPTON 100 Z-37 CATALANO,0.00,12984.39,
1359/01158-517,"CORONA YAMAHA RX100, ZANELLA SEXY CAD.428 Z-38 CATALANO",0.00,14129.44,
1359/01159-517,CORONA YAMAHA 125/125E YBR 2000 Z-42 CATALANO,0.00,16280.69,
1359/01191-517,CORONA YAMAHA 125 YBR 1/2 X 5/16 Z43 CATALANO,0.00,15996.09,
1359/01206-517,CORONA YAMAHA TVS ASTRA Z-39 CATALANO,0.00,16719.24,
1359/01238-517,CORONA MOTOMEL 125/150 Z-44 CATALANO,0.00,22115.39,
1359/01245-517,CORONA MONDIAL 125 RD 1/2X5/16 Z40 CATALANO,0.00,18661.00,
1359/01356-517,CORONA HONDA XLX/XL 250 TORNADO Z-40 CATALANO,0.00,38522.11,
1359/01370-517,CORONA HONDA 125 NXR BROS 1/2 X 5/16 Z51 CATALANO,0.00,36905.41,
1359/01396-517,CORONA HONDA 125 NXR BROSS CAD.428 Z-50 CATALANO,0.00,36627.46,
1359/01397-517,CORONA HONDA 125 NXR BROS 1/2 X 5/16 Z54 CATALANO,0.00,44228.61,
1359/01413-517,CORONA HONDA CBX 250 TWISTER S/PROTECT.CAD520 Z37 CATALANO,0.00,26630.80,
1359/01415-517,CORONA SUZUKI 125 GN CAD.428 Z39 CATALANO,0.00,19810.56,
1359/01429-517,CORONA HONDA STORM BOMBE 1/2 X 5/16 Z-36 CATALANO,0.00,19712.77,
1359/01441-517,CORONA GILERA SMASH 110CC.CAD.428 Z30 CATALANO,0.00,15737.13,
1359/01442-517,CORONA GILERA FUTURA/SMASH 110 1/2x5/16 Z32 CATALANO,0.00,14196.39,
1359/01452-517,CORONA HONDA STORM 1/2 X 5/16 Z-40 BOMBE CATALANO,0.00,21483.99,
1359/01497-517,CORONA MOTOMEL 110 MAX CAD.428 Z-35 CATALANO,0.00,13466.11,
1359/01814-517,CORONA ZANELLA ZTT200 CAD.428 Z-42 CATALANO,0.00,22652.30,
1359/01824-517,CORONA HONDA BIZ 125 CAD.428 Z-34 CATALANO,0.00,13975.39,
1359/01825-517,CORONA YAMAHA 125 YBR CAD.428 Z-45 CATALANO,0.00,20290.51,
1359/01830-517,CORONA MONDIAL 250 HD CAD.520 Z-30 CATALANO,0.00,21723.96,
1359/01834-517,CORONA GILERA 250 VCR CAD.520 Z-36 CATALANO,0.00,26946.50,
1359/01839-517,CORONA ZANELLA ZTT200 SUPERMOTARD BOMBE CATALANO,0.00,23896.34,
1359/01840-517,CORONA ZANELLA CARGO MAX CAD.428 Z-45 CATALANO,0.00,21553.54,
1359/01847-128,CORONA GILERA 200 SMX MOTARD (BOMBE) CAD.428 Z46 .,2.76,0.00,
1359/01849-517,CORONA BETA 200 TR MOTARD CAD.428 Z-48 C/REB. CATALANO,0.00,32655.38,
1359/01851-517,CORONA BETA 300 EURO CAD.530 Z-46 CATALANO,0.00,61477.54,
1359/01854-517,CORONA YAMAHA YBR250 CAD.428 Z44 CATALANO,0.00,16711.99,
1359/01855-517,CORONA BAJAJ GUERRERO 200 PULSAR/ROUSER/RX200 Z-38 CATALANO,0.00,35502.82,
1359/01868-517,CORONA GILERA 400 SMX CAD.520 Z-40 CATALANO,0.00,47028.60,
1359/01869-517,CORONA MONDIAL RD200 CAD.520 Z-34 CATALANO,0.00,30817.69,
1359/01871-517,CORONA YAMAHA FZ 16 CAD.428 Z-40 CATALANO,0.00,21963.94,
1359/01873-517,CORONA GILERA VCR 200 CAD.428 Z-38 CATALANO,0.00,23858.36,
1359/01875-517,CORONA MAVERICK 150 DUA/SKUA 200 CAD.428 Z-50 CATALANO,0.00,27988.53,
1359/10020-517,CORONA HONDA NEW WAVE 110 CAD.420 Z-37 CATALANO,0.00,18989.28,
1359/10021-517,CORONA BAJAJ/ROUSER 200 NS Z-39 CATALANO,0.00,39620.89,
1359/11105-077,CORONA MOTOMEL MOTARD 200 Z-50 NSU,10.44,0.00,
1361,CORREAS DE TRANSMISION,,,
1361/00085-038,"CORREA CORVEN EXPERT 729X17,7X30 NSU",3.75,0.00,
1361/00220-038,CORREA 743X20X30 NSU,4.12,0.00,
1361/00240-038,CORREA 842X20X30 NSU,4.96,0.00,
1363,CUBIERTA CALLE,,,
1363/00016-131,CUBIERTA CARRETILLA 8 X 350 YAMASIDA/FITSRU,14.79,0.00,
1363/00037-058,CUBIERTA CALLE 13 X 110/90 6PR HDMA023 TT YAMASIDA/KESHUA,29.60,0.00,
1363/00049-638,CUBIERTA CALLE 16 X 250 4PR HDMA021 IMPERIAL CORD,0.00,25641.24,
1363/00086-131,CUBIERTA CALLE 18 X 90/90 GM-565 YAMASIDA/FITSRU,24.76,0.00,
1363/00099-138,CUBIERTA CALLE 18 X 275 DJ 402 TT .,15.36,0.00,
1363/00101-138,CUBIERTA CALLE 18 X 275 DJ 402 TL .,18.33,0.00,
1363/00104-131,CUBIERTA CALLE 18 X 275 GM-556 YAMASIDA/FITSRU,19.21,0.00,
1363/00109-131,CUBIERTA CALLE 18 X 300 GM-680 YAMASIDA/FITSRU,22.37,0.00,
1363/00130-138,CUBIERTA CALLE 14  X  80/100  DJ 801 .,13.54,0.00,
1363/00132-138,CUBIERTA CALLE 14 X 80/100 TT DJ-00011 .,14.40,0.00,
1363/00142-131,CUBIERTA CALLE 14  X  80/100  GM-686A YAMASIDA/FITSRU,16.91,0.00,
1363/00148-131,CUBIERTA CALLE 16  X  225  GM-002 YAMASIDA/FITSRU,11.09,0.00,
1363/00160-131,CUBIERTA CALLE 17  X  250  GM -422 YAMASIDA/FITSRU,12.23,0.00,
1363/00171-131,CUBIERTA CALLE 17  X  275   GM - 423 YAMASIDA/FITSRU,16.33,0.00,
1363/00299-058,CUBIERTA ENDURO 18 X 120/90 6PR HDMC015 TT YAMASIDA/KESHUA,46.50,0.00,
1363/00605-138,CUBIERTA CALLE 17 X 100/80 TT DJ-801 .,21.85,0.00,
1363/01140-138,CUBIERTA CALLE 18 X 275 L48 (DJ-125) .,15.36,0.00,
1363/01200-138,CUBIERTA CALLE 19 X 300 M54 (DJ-643) .,20.70,0.00,
1363/01310-673,CUBIERTA TRIAL 17 X 110/90 17M/C60P MT60 TT PIRELLI,0.00,127207.31,
1363/01320-673,CUBIERTA CALLE 17 X 250 M/C38P TT SUPER CITY PIRELLI,0.00,57662.01,
1363/01340-673,CUBIERTA CALLE 18 X 80/100 M/C TL 47P SUPER CITY PIRELLI,0.00,72058.90,
1363/01380-673,CUBIERTA CALLE 18 X 275 M/C42P TT SUPER CITY PIRELLI,0.00,64873.51,
1363/01400-673,CUBIERTA TRIAL 19 X 90/90 M/C52PDP MT60 TT PIRELLI,0.00,88409.07,
1363/01530-058,CUBIERTA CALLE 10 X 350 4PR HDMA005 TT YAMASIDA/KESHUA,17.10,0.00,
1363/01580-058,CUBIERTA CALLE 16 X 110/90 6PR HDML008 TL YAMASIDA/KESHUA,41.71,0.00,
1365,CUBIERTA CROSS,,,
1365/00005-058,CUBIERTA CROSS 17 X 110/90 6PR HDMC014-1 YAMASIDA/KESHUA,60.40,0.00,
1365/00046-058,CUBIERTA CROSS 18 X 100/100 6PR HDMC014-2 TT YAMASIDA/KESHUA,69.53,0.00,
1365/00051-058,CUBIERTA CROSS 18 X 110/100 6PR HDMC014-1 YAMASIDA/KESHUA,72.58,0.00,
1365/00061-058,CUBIERTA CROSS 19 X 90/90 6PR HDMC014-1 TT YAMASIDA/KESHUA,48.58,0.00,
1365/00062-058,CUBIERTA CROSS 19 X 100/90 6PR HDMC014-1 CROSS YAMASIDA/KESHUA,56.40,0.00,
1365/00064-058,CUBIERTA CROSS 19 X 110/90 6PR HDMC014-2 CROSS YAMASIDA/KESHUA,60.13,0.00,
1369,CUBIERTA ENDURO,,,
1369/00100-058,CUBIERTA ENDURO 18 X 410 6PR HDMA069 TT YAMASIDA/KESHUA,37.77,0.00,
1369/00102-058,CUBIERTA ENDURO 18 X 410 6PR HDMC013 TT YAMASIDA/KESHUA,37.77,0.00,
1369/00120-058,CUBIERTA ENDURO 21 X 90/90 6PR HDMA040 TT YAMASIDA/KESHUA,29.08,0.00,
1371,CUBIERTA PISTA,,,
1371/00165-058,CUBIERTA PISTA 17 X 100/80 4PR HDML020 TL YAMASIDA/KESHUA,31.62,0.00,
1371/00173-138,CUBIERTA PISTA 17 X 130/70 DJ-803B TT .,32.61,0.00,
1371/00175-138,CUBIERTA PISTA 18 X 90/90 DJ 803 .,22.30,0.00,
1371/00400-058,CUBIERTA PISTA 17 X 100/80 4PR HDML014 TL YAMASIDA/KESHUA,31.62,0.00,
1371/00410-058,CUBIERTA PISTA 17 X 100/80 4PR HDML018 TL YAMASIDA/KESHUA,31.62,0.00,
1373,CUBIERTA TRIAL,,,
1373/00057-058,CUBIERTA ENDURO 17 X 110/90 6PR HDMC015 TT YAMASIDA/KESHUA,38.85,0.00,
1373/00059-058,CUBIERTA ENDURO 17 X 110/90 6PR HDMA040 TT YAMASIDA/KESHUA,36.58,0.00,
1373/00203-058,CUBIERTA ENDURO 21 X 90/90 6PR HDMC015 TT YAMASIDA/KESHUA,31.87,0.00,
1374,CUBIERTA VALVULA,,,
1374/00050-038,VALVULA CUBIERTA SIN CAMARA PICO CURVO x10unid. NSU,2.67,0.00,
1374/00050-138,VALVULA CUBIERTA SIN CAMARA PICO CURVO x10unid. .,4.64,0.00,
1374/00100-038,VALVULA CUBIERTA SIN CAMARA PICO RECTO x10unid. NSU,3.80,0.00,
1374/00100-138,VALVULA CUBIERTA SIN CAMARA PICO RECTO x10unid. .,3.72,0.00,
1374/00110-138,VALVULA CUBIERTA S/CAMARA PICO RECTO43x32x15 x10u .,3.38,0.00,
1374/00120-138,VALVULA CUBIERTA S/CAMARA PICO RECTO49X38X15x10u .,3.19,0.00,
1374/00200-138,VALVULA CUBIERTA SIN CAMARA ROJO x10unid. .,13.55,0.00,
1374/00210-138,VALVULA CUBIERTA SIN CAMARA AZUL x10unid. .,13.55,0.00,
1374/00220-138,VALVULA CUBIERTA SIN CAMARA ORO x10unid. .,11.92,0.00,
1375,DESTELLADORES,,,
1375/00888-623,DESTELLADOR HONDA BIZ 100 DZE,0.00,7430.01,
1375/00894-623,DESTELLADOR SUZUKI AX 100 CC. DZE,0.00,6220.75,
1375/00895-623,DESTELLADOR SUZUKI EN/GN 125 CC. DZE,0.00,12401.15,
1375/00948-623,RECTIFICADOR DE CUENTA VUELTA ZANELLA 50 12V. 2T DZE,0.00,14763.84,
1375/01344-667,DESTELLADOR SIN ZUMBADOR 2X10W+3W PIETCARD,0.00,11164.30,
1375/01345-667,DESTELLADOR CON ZUMBADOR PIETCARD,0.00,13056.98,
1375/09330-623,DESTELLADOR MOTOMEL CUSTOM 150 DZE,0.00,7430.01,
1375/09331-623,DESTELLADOR GILERA SMASH-CERRO BIX 110 DZE,0.00,7456.05,
1376,EJE DE CABALLETE,,,
1376/00010-566,EJE DE CABALLETE GILERA SMASH VC,0.00,5696.06,
1377,EJE DE HORQUILLON,,,
1377/00020-530,EJE HORQUILLON GILERA SMASH-HONDA BIZ-TRIP 10x245 ELE,0.00,3445.86,
1377/00022-530,EJE HORQUILLON GILERA SMASH C/TOPE 10x270 ELE,0.00,5406.93,
1377/00032-530,EJE HORQUILLON HONDA CG 14x255 ELE,0.00,5077.60,
1377/00038-530,EJE HORQUILLON HONDA STORM 12x265 ELE,0.00,3933.75,
1377/00039-530,EJE HORQUILLON HONDA TWISTER 15x310 ELE,0.00,5942.46,
1377/00043-530,EJE HORQUILLON MOTOMEL SKUA 12x200 ELE,0.00,3626.86,
1377/00044-530,EJE HORQUILLON MOTOMEL SKUA 14X255 ELE,0.00,5098.76,
1377/00045-530,EJE HORQUILLON YAMAHA CRYPTON 12x250 ELE,0.00,4156.94,
1377/00046-530,EJE HORQUILLON YAMAHA YBR 12x250 ELE,0.00,4174.26,
1377/00050-530,EJE HORQUILLON ZANELLA DUE 12x162 ELE,0.00,5161.30,
1377/00052-530,EJE HORQUILLON ZANELLA RX 150 12x325 ELE,0.00,4071.70,
1377/00054-530,EJE HORQUILLON ZANELLA NEW FIRE 12x162 ELE,0.00,5161.30,
1379,EJE DE PIÑON,,,
1379/00050-530,EJE DE PORTARODILLO DAELIM ELE,0.00,798.88,
1381,EJE DE RUEDA DEL,,,
1381/00025-530,EJE DE RUEDA DEL. GILERA SMASH/WAVE 12x220 ELE,0.00,3682.65,
1381/00029-530,EJE DE RUEDA DEL. HONDA BIZ/RX150/CG150 12x210 ELE,0.00,3626.86,
1381/00030-530,EJE DE RUEDA DEL. HONDA ECONO POWER C90 10x160 ELE,0.00,2929.65,
1381/00035-530,EJE DE RUEDA DEL. HONDA CG 12x200 ELE,0.00,3543.64,
1381/00039-530,EJE DE RUEDA DEL. HONDA WAVE 12x190 ELE,0.00,3501.89,
1381/00061-530,EJE DE RUEDA DEL. UNIVERSAL LARGO 12x250 ELE,0.00,4594.49,
1381/00064-530,EJE DE RUEDA DEL. YAMAHA CRYPTON 10X200 ELE,0.00,3208.38,
1381/00066-530,EJE DE RUEDA DEL. YAMAHA YBR125 10x200 ELE,0.00,3208.38,
1381/00090-530,EJE DE RUEDA DEL. ZANELLA SOL C/TUERCA YSEP.12x140 ELE,0.00,4966.00,
1383,EJE DE RUEDA TRAS,,,
1383/00003-530,EJE DE RUEDA TRAS. HONDA BIZ/APPIA VECTRA 12x235 ELE,0.00,3782.05,
1383/00004-530,EJE DE RUEDA TRAS. BAJAJ ROUSER 15x280 ELE,0.00,5663.47,
1383/00015-530,EJE DE RUEDA TRAS. HONDA CG 125 15x235 ELE,0.00,5216.77,
1383/00017-530,EJE DE RUEDA TRAS. HONDA STORM 15x280 ELE,0.00,5663.47,
1383/00018-530,EJE DE RUEDA TRAS. HONDA TORNADO/TWISTER 17X310 ELE,0.00,7699.49,
1383/00019-530,EJE DE RUEDA TRAS. HONDA WAVE 12x220 ELE,0.00,3698.00,
1383/00020-530,EJE DE RUEDA TRAS. GIL.SMASH/HONDA C90/WAVE 12x210 ELE,0.00,3682.65,
1383/00045-530,EJE DE RUEDA TRAS. RX 150/CUSTOM 150/SKUA 15x310 ELE,0.00,5942.46,
1383/00061-530,EJE DE RUEDA TRAS. UNIVERSAL 12x290 ELE,0.00,4826.51,
1383/00064-530,EJE DE RUEDA TRAS. YAMAHA FZ16 15x310 ELE,0.00,5942.46,
1383/00065-530,EJE DE RUEDA TRAS. YAMAHA YBR125 15x235 ELE,0.00,5216.77,
1383/00066-530,EJE DE RUEDA TRAS. YAMAHA YBR250 15x290 ELE,0.00,5747.10,
1383/00110-530,EJE DE RUEDA TRAS. ZANELLA V3 C/TUERCAS (191MM) ELE,0.00,6026.16,
1385,EJE PALANCA  CAMBIO,,,
1385/00004-022,EJE PALANCA DE CAMBIO GILERA SMASH-C100BIZ-TRIP NSU,5.30,0.00,
1385/00006-022,EJE PALANCA DE CAMBIO UNIVERSAL 110 ESTRIA CORTA NSU,3.96,0.00,
1385/00012-077,EJE PALANCA DE CAMBIO HONDA BIZ 125 NSU,3.97,0.00,
1385/00014-022,EJE PALANCA DE CAMBIO HONDA CBX250/TORNADO NSU,7.25,0.00,
1385/00025-022,EJE PALANCA DE CAMBIO HONDA CG 150 NSU,10.15,0.00,
1385/00030-022,EJE PALANCA DE CAMBIO MOTOMEL BIT/FUSION L245 SOLO NSU,3.95,0.00,
1385/00035-022,EJE PALANCA DE CAMBIO MOTOMEL BIT/FUSIONL245COMPL. NSU,8.67,0.00,
1385/00038-022,EJE PALANCA DE CAMBIO MOTOMEL SKUA 150 NSU,4.34,0.00,
1385/00070-022,EJE PALANCA DE CAMBIO YAMAHA YBR 125 NSU,8.15,0.00,
1387,EJE PALANCA DE ARRANQUE,,,
1387/00015-022,EJE DE PALANCA DE ARRANQUE BAJAJ ROUSER 135 NSU,5.85,0.00,
1387/00030-022,EJE DE PALANCA DE ARRANQUE SUZUKI AX100 NSU,6.37,0.00,
1387/00190-077,EJE PALANCA DE ARRANQUE HONDA BIZ 125 NSU,7.93,0.00,
1387/00200-022,"EJE DE PALANCA HONDA C100,GILERA SMASH Z-12 RECTO NSU",5.99,0.00,
1387/00220-022,EJE DE PALANCA HONDA BIZ/C90 HELICOIDAL NSU,6.62,0.00,
1387/00225-022,EJE PALANCA DE ARRANQUE HONDA C90/GUERRERO110/SEXY NSU,8.04,0.00,
1387/00235-022,EJE PALANCA DE ARR.C110/DAX110/MAX110/DAY110 COMPL NSU,7.23,0.00,
1387/00235-038,EJE PALANCA DE ARR.C110/DAX110/MAX110/DAY110 COMPL NSU,7.23,0.00,
1387/00237-022,EJE PALANCA DE ARRANQUE MOTOMEL CUSTOM/ZANELLA150 NSU,8.16,0.00,
1387/00255-077,EJE PALANCA DE ARRANQUE 150 HELICOIDAL NSU,3.78,0.00,
